Item,Description,Line Code
STPL3500A,"LED0.75""X4"" SLIM LINE LAMP AMBER",
STPL3500R,"LED 0.75""X4"" SLIM LINE LAMP RED",
073.58.312,5/8-18X3-1/2 UNF HEX BOLT  GR8 YZ,
073.58.4,5/8-18X4 UNF HEX BOLT GR8  YZ,
073.58.412,5/8-18X4-1/2 UNF HEX BOLT,
073.58.5,5/8-18X5 UNF HEX BOLT GR8  YZ,
073.58.512,5/8-18X5-1/2 UNF HEX BOLT  GR8 YZ,
073.58.6,5/8-18X6 UNF HEX BOLT GR8  YZ,
073.58.612,5/8-18X6-1/2 UNF HEX BOLT  GR8 YZ,
073.58.7,5/8-18X7 UNF HEX BOLT GR8  YZ,
074.1..112,1-8X1-1/2 UNC HEX BOLT GR8  YZ,
074.1..2,1-8X2 UNC HEX BOLT GR8 YZ,
074.1..212,1-8X2-1/2 UNC HEX BOLT GR8  YZ,
074.1..412,1-8X4 1/2 UNC HEX BOLT GR8  YZ,
074.1..5,1-8X5 UNC HEX BOLT GR8 YZ,
074.1..6,1-8X6 UNC HEX BOLT GR8 YZ,
074.12.1,1/2-13X1 UNC HEX BOLT GR8 YZ,
074.12.112,1/2-13X1-1/2 UNC HEX BOLT  GR8 YZ,
074.12.114,1/2-13X1-1/4 UNC HEX BOLT  GR8 YZ,
074.12.2,1/2-13X2 UNC HEX BOLT GR8 YZ,
074.12.214,1/2-13X2-1/4 UNC HEX BOLT  GR8 YZ,
074.12.3,1/2-13X3 UNC HEX BOLT GR8 YZ,
074.12.312,1/2-13X3-1/2 UNC HEX BOLT,
074.12.314,1/2-13X3 -1/4 BOLT,
074.12.334,1/2-13X3-3/4 UNC HEX BOLT  GR8 YZ,
074.12.34,1/2-13X3/4 UNC HEX BOLT GR8  YZ,
074.12.4,1/2-13X4 UNC HEX BOLT GR8 YZ,
074.12.412,1/2-13*13-1/4 UNC HEX BOLT,
074.12.414,1/2-13*4-1/4 UNC HEX BOLT GR8 YZ,
074.12.434,1/2-13*4-3/4 UNC HEX BOLT GR8 YZ,
074.12.512,1/2-13X5-1/2 UNC HEX BOLT  GR8 YZ,
074.12.6,1/2-13X6 UNC HEX BOLT GR8 YZ,
074.14.1,1/4-20X1 UNC HEX BOLT GR8 YZ,
074.14.112,1/4-20X1-1/2 UNC HEX BOLT  GR8 YZ,
074.14.114,1/4-20X1-1/4 UNC HEX BOLT GR8 YZ,
074.14.134,1/4-20X1-3/4 UNC HEX BOLT  GR8 YZ,
074.14.212,1/4-20X2-1/2 UNC HEX BOLT  GR8 YZ,
074.14.214,1/4-20X2-1/4 UNC HEX BOLT  GR8 YZ,
074.14.234,1/4-20X2-3/4 UNC HEX BOLT  GR8 YZ,
074.14.3,1/4-20X3 UNC HEX BOLT GR8 YZ,
074.14.312,1/4-20X3-1/2 UNC HEX BOLT  GR8 YZ,
074.14.314,1/4-20X3-1/4 UNC HEX BOLT  GR8 YZ,
074.14.334,1/4-20X3-3/4 UNC HEX BOLT  GR8 YZ,
074.14.34,1/4-20X3/4 UNC HEX BOLT GR8  YZ,
074.14.4,1/4-20X4 UNC HEX BOLT GR8 YZ,
STPL6216A,"- LED 2""x4"" Bullseye Marker Lamp Amber - 16-dio",
STP6216R,"LED2""X4""BULLSEYE MARKER LAMP RED",
STPL2103A,"LED 1""X2"" MARKER LAMP AMBER",
STPL4104R,"LED 1""x4"" Marker Lamp Red - 4-dio",
STPL2010R,"LED 2"" Rd Marker Lamp Red - 10-dio",
STPL2010A,"LED 2"" Rd Marker Lamp Amber - 10-dio",
STPL2010CR,"- LED 2"" Rd Marker Clear Lens Lamp Red - 10-dio",
STPL2010CA,"LED 2"" RD MARKER CLEAR LENS AMBER",
STPL2210A,"LED 2"" Beehive Marker Lamp Amber -",
STPL2210R,"LED 2"" Beehive Marker Lamp Red - 10-dio",
SAE50,SAE 50 PAIL TRANSMISSION OIL,
STPA17-12435-001,HOOD LATCH- RIGHT,
STPP54-1204-100,"SIDE MARKER LAMP,LH",
STPP54-1204-100R,"SIDE MARKER LAMP,RH",
STPA06-58770-000,AMBER LIGHTS,
STPP54-6008-111,SIDE MARKER LAMP SET,
STPA06-84737-000,AMBER LIGHTS,
STP20414610,MARKER LIGHT-SUNVISOR,
STPP54-1085R,MARKER LIGHT RH,
STPA66-01728-003,AMBER LIGHTS,
STPL56-6033,LATCH ASSY,
STPK147-107,HOOD LATCH ASSEMBLY,
STP37-99-344,LATCH ASSEMBLY,
STP17-14781-000,"Bracket, Hood Latch",
STPL56-6044,Hood Latch Assembly,
STP20457104,"EXHAUST PIPE, INTERMEDIATE",
STP89559K,"5"" CLOSED CLAMP",
STP04-22338-000,"PIPE, MUFLER INLET",
132027,GASKET INLET AFM,
16-726,SOCKET 7 WAY TRAILER-FEMALE STA DRY,
STPV88-1072,COOLANT TUBE,
STP505-027-C,LOW PRESSURE SWITCH,
STP82278971,ROCKER WINDOW SWITCH,
STP7560026,"SWITCH,WIPER 6 LEADS PACKAGED",
STPEP50EL90124A,"EXHAUST PIPE M BEND 5""",
STP14-13822,EXHAUST Pipe,
STP14-13055,EXHAUST PIPE,
STPKIT PIN 191,TRUNNION KIT,
STPP54-1283-500,SIDE MARK,
STP37-41-295-60,HOOD HATCH,
STPP92-7180-0650,FUEL SENDER HARNESS,
STP08-02564,BRACKET STRAP,
STPCT400LSS,CLAMP CONSTANT TORQUE,
STPK277-379,HINGE HOOD PIVOT,
STP21021850,"V-BAND CLAMP, 5""",
STPEC50EST-R,EXHAUST CLAMP,
STPEC35PLS-R,"Exhaust Clamp, Preformed Stainless Steel 3.5""",
STPEC40EST-R,"EXHAUST CLAMP STAINLESS STEEL 4""",
STP22646187,AIR MANIFOLD,
STP12-21425-002,AIR MANIFOLD,
STP14-18370-002,STEERING COLUMN,
STP5007976-5,STEERING SHAFT,
STPL2406A,Beehive Marker Lamp Amber - 6-dio,
STPL2406R,"LED 2.5"" Beehive Marker Lamp Red - 6-dio",
STPL2513A,"12V-24V LED 2.5"" Rd Marker Lamp Amber - 13-dio",
STPL2513CA,"- LED 2.5"" Rd Marker Clear Lens Lamp AMBER",
STPL2513CR,"LED 2.5"" Rd Marker Clear Lens Lamp Red - 13-dio",
STP2000ABS,"2"" ABS SEALED MARKER LAMP AMBER",
STPL3400C,LED COMPACT UTILITY LAMP WITH GROMMET CLEAR,
STPL1118R,"LED 4""x6.5"" Red Warning Lamp 18-dio W/ HD Magnet",
STPL1118A,LED 4/6.5' AMBER WARNING LIGHT HD MAGNET,
CX850SS,"8.5"" CENTER CONVEX",
CX855SS,"CONVEX MIRROR 8.5""  OFFSET  MOUNT",
074.14.412,1/4-20X4-1/2 UNC HEX BOLT  GR8 YZ,
074.34.1,3/4-10X1 UNC HEX BOLT GR8 YZ,
074.34.112,3/4-10X1-1/2 UNC HEX BOLT  GR8 YZ,
074.34.114,3/4-10X1-1/4 UNC HEX BOLT  GR8 YZ,
074.34.134,3/4-10X1-3/4 UNC HEC BOLT GR8 YZ,
074.34.2,3/4-10X2 UNC HEX BOLT GR8 YZ,
074.34.212,3/4-10X2-1/2 UNC HEC BOLT GR8 YZ,
074.34.234,3/4-10X2-3/4 UNC HEX BOLT  GR8 YZ,
074.34.3,3/4-10X3 UNC HEX BOLT,
074.34.312,3/4-10X3-1/2 UNC HEX BOLT  GR8 YZ,
074.34.314,3/4-10X3-1/4 UNC HEX BOLT  GR8 YZ,
074.34.334,3/4-10X3-3/4 UNC HEX BOLT  GR8 YZ,
074.34.4,3/4-10X4 UNC HEX BOLT,
074.34.412,3/4-10X4-1/2 UNC HEX BOLT  GR8 YZ,
074.34.414,3/4-10*4-1/4 UNC HEX BOLT GR8 YZ,
074.34.434,3/4-10*4-3/4 UNC HEX BOLT GR8 YZ,
074.34.5,3/4-10X5 UNC HEX BOLT GR8 YZ,
074.34.512,3/4-10X5-1/2 UNC HEX BOLT  GR8 YZ,
074.34.612,3/4-10X6-1/2 UNC HEX BOLT  GR8 YZ,
CX859SS,CONVEX MIRROR 8.5' HEATED CENTER MOUNT,
STPL3300,"STAINLESS STEEL ""L"" BRACKET",
STP3302,STAINLESS STEEL ARM & BRACKET FOR CONVEX MIRROR,
OE7160SS,"7""X16"" OE STYLE SS W/CST MIR",
OE7169SS,"7""X16"" MIRROR-HEAT/LED LITE",
OE7165SS,"7""""x16"""" S.S. WEST COAST H",
STP2255A,"2-1/4"" Rd Adhesive Back Reflector Amber",
STP2255R,"2-1/4"" Rd Adhesive Back Reflector Red",
STPR241A,OVAL ADHESIVE 2MTG HOLES RFLCTR AMBER,
STPR241R,OVAL ADHESIVE 2MTG HOLES RFLCTR RED,
STP902,"Double Contact ""Y"" Adaptor Pigtail",
STPJB01,7-TERMINAL JUNCTION BOX,
STP4501,4411 Sealed Beam Lamp Par 36 12V,
074.34.8,3/4-10X8 UNC HEX BOLT GR8 YZ,
074.38.1,3/8-16X1 UNC HEX BOLT GR8 YZ,
074.38.112,3/8-16X1-1/2 UNC HEX BOLT,
074.38.114,3/8-16X1-1/4 UNC HEX BOLT  GR8 YZ,
074.38.134,3/8-16X1-3/4 UNC HEX BOLT  GR8 YZ,
074.38.2,3/8-16X2 UNC HEX BOLT GR8 YZ,
074.38.212,3/8-16X2-1/2 UNC HEX BOLT,
074.38.214,3/8-16X2-1/4 UNC HEX BOLT  GR8 YZ,
074.38.234,3/8-16X2-3/4 UNC HEX BOLT  GR8 YZ,
074.38.3,3/8-16X3 UNC HEX BOLT,
074.38.314,3/8-16X3-1/4 UNC HEX BOLT GR8 YZ,
074.38.334,3/8-16X3-3/4 UNC HEX BOLT  GR8 YZ,
074.38.34,3/8-16X3/4 UNC HEX BOLT GR8  YZ,
074.38.4,3/8-16X4 UNC HEX BOLT GR8 YZ,
074.38.412,3/8-16x4-1/2 Unc Hex Bolt Gr8,
074.38.5,3/8-16X5 UNC HEX BOLT GR8 YZ,
074.516.112,5/16-18X1-1/2 UNC HEX BOLT,
074.516.114,5/16-18X1-1/4 UNC HEX BOLT GR8,
074.516.134,5/16-18X1-3/4 UNC HEX BOLT  GR8 YZ,
STPK160-2380,CLUTCH CONTROL LEVER,
STP06-00910M014,ADJUSTING LEVER,
STP106C-1047,CLUTCH RELAEASE SHAFT,
STP25156099,CTUCH BUSHING,
STP02-12467-004,CLUTCH SHAFT,
STP02-09788-007,CLUTCH RELEASE SHAFT,
STP02-13154-000,CLUTCH SHAFT,
STP12815,BUSHING,
STP8083479,CLUTCH SHAFT,
M-2074/8070269,CLUTCH SHAFT,
STP8081040,CLUTCH SHAFT,
STP06-00775,CLUTCH SHAFT,
STP25109197,CLUTCH PADDLE SPRING,
STP25195158,CLUTCH PEDAL PAD,
074.516.2,5/16-18X2 UNC HEX BOLT GR8 YZ,
074.516.212,5/16-18X2-1/2 UNC HEX BOLT  GR8 YZ,
074.516.214,5/16-18X2-1/4 UNC HEX BOLT GR8 YZ,
074.516.234,5/16-18X2-3/4 UNC HEX BOLT  GR8 YZ,
074.516.3,5/16-18X3 UNC HEX BOLT GR8  YZ,
074.516.312,5/16-18X3-1/2 UNC HEX BOLT  GR8 YZ,
074.516.314,5/16-18X3-1/4 UNC HEX BOLT GR8 YZ,
074.516.412,5/16-18X4-1/2 UNC HEX BOLT  GR8 YZ,
074.58.1,5/8-11X1 UNC HEX BOLT GR8 YZ,
074.58.10,5/8-11X10 UNC HEX BOLT GR8  YZ,
074.58.112,3/4-10 UNC NYLON LOCKNUT  GR8 YZN,
074.58.114,5/8-11X1-1/4 UNC HEX BOLT  GR8 YZ,
074.58.134,5/8-11X1-3/4 UNC HEX BOLT  GR8 YZ,
074.58.212,HEX BOLT 5/8,
074.58.214,5/8-11X2-1/4 UNC HEX BOLT GR8,
074.58.234,5/8-11X2-3/4 UNC HEX BOLT  GR8 YZ,
074.58.3,5/8-11X3 UNC HEX BOLT,
074.58.312,5/8-11X3-1/2 UNC HEX BOLT,
074.58.314,5/8-11X3-1/4 UNC HEX BOLT  GR8 YZ,
074.58.334,5/8-11x3-3/4 UUNC BOLT GR8 YZ,
074.58.4,BOLT,
074.58.434,5/8-11*4-3/4 UNC HEX BOLT GR8 YZ,
074.58.5,5/8-11X5 UNC HEX BOLT GR8 YZ,
074.58.512,5/8-11X5-1/2 UNC HEX BOLT  GR8 YZ,
074.58.7 WURTH,5/8-11X7 UNC HEC BOLT GR8 YZ,
074.58.712,5/8-11X7-1/2 UNC HEX BOLT  GR8 YZ,
074.58.8,5/8-11X8 UNC HEX BOLT GR8 YZ,
074.58.812,5/8-11*8-1/2 UNC HEX BOLT GR8 YZ,
074.58.9,5/8-11X9 UNC HEX BOLT GR8 YZ,
074.716.1,7/16-14X1 UNC HEX BOLT GR8  YZ,
074.716.112,7/16-14X1-1/2 UNC HEX BOLT  GR8 YZ,
074.716.114,7/16-14X1-1/4 UNC HEX BOLT GR8 YZ,
074.716.134,7/16-14X1-3/4 UNC HEX BOLT  GR8 YZ,
074.716.2,7/16-14X2 UNC HEX BOLT GR8  YZ,
074.716.212,7/16-14X2-1/2 UNC HEX BOLT  GR8 YZ,
074.716.214,7/16-14X2-1/4 UNC HEX BOLT  GR8 YZ,
074.716.234,7/16-14X2-3/4 UNC HEX BOLT GR8 YZ,
074.716.3,7/16-14X3 UNC HEX BOLT,
074.716.312,7/16-14X3-1/2 UNC HEX BOLT  GR8 YZ,
074.716.314,7/16-14X3-1/4 UNC HEX BOLT  GR8 YZ,
074.716.334,7/16-14*3-3/4 UNC HEX BOLT GR8 YZ,
074.716.34,7/16-14X3/4 UNC HEX BOLT GR8 YZ,
074.716.4,7/16-14*14 UNC HEX BOLT GRB,
074.716.412,7/16-14X4-1/2 UNC HEX BOLT  GR8 YZ,
074.716.5,7/16-14X5 UNC HEX BOLT GR8  YZ,
074.716.512,7/16-14X5-1/2 UNC HEX BOLT  GR8 YZ,
074.716.6,7/16-14X6 UNC HEX BOLT GR8,
074.78.10,7/8-9X10 UNC HEX BOLT GR8 YZ,
074.78.112,7/8-9X1-1/2 UNC HEX BOLT GR8  YZ,
074.78.134,7/8-9X1-3/4 UNC HEX BOLT GR8  YZ,
074.78.2,7/8-9X2 UNC HEX BOLT GR8 YZ,
074.78.214,7/8-9X2-1/4 UNC HEX BOLT GR8  YZ,
074.78.312,7/8-9X3-1/2 UNC HEX BOLT GR8  YZ,
074.78.314,7/8-9X3 -1/4 HEX BOLT,
074.78.4,7/8-9X4 UNC HEX BOLT GR8 YZ,
074.78.412,7/8-9X4-1/2 UNC HEX BOLT GR8  YZ,
074.78.5,7/8-9*5 UNC HEC BOLT GR8 YZ,
074.78.512,7/8-9X5-1/2 UNC HEX BOLT GR8  YZ,
074.78.6,7/8-9X6 UNC HEX BOLT GR8 YZ,
802122,MV-3 VALVE DASH,
345-887,KW TRAK ROD,
132033,"GASKET, AFM, DEV",
2215NR,"BUNGEE 15""",
KIN9004 KINEDYNE,T WRENCH/GRIP LINK,
074.78.612,7/8-9X6-1/2 UNC BOLT,
074.78.7,7/8-9X7 UNC HEX BOLT GR8 YZ,
074.78.8,7/8-9X8 UNC HEX BOLT GR8 YZ,
074.78.9,7/8-9X9 UNC HEX BOLT GR8 YZ,
074.916.1,9/16-12X1 UNC HEX BOLT GR8  YZ,
074.916.112,9/16-12X1-1/2 UNC HEX BOLT  GR8 YZ,
074.916.134,9/16-12X1-3/4 UNC HEX BOLT  GRB YZ,
074.916.114,9/16-12X1-1/4 UNC HEX BOLT  GRB YZ,
074.916.2,9/16-12x2 UNC HEC BOLT GR8 YZ,
074.916.234,9/16-12X2-3/4 UNC HEX BOLT  GR8 YZ,
074.916.3,9/16-12*3 UNC HEX BOLT GR8 YZ,
074.916.312,9/16-12X3-1/2 UNC HEX BOLT  GR8 YZ,
074.916.314,9/16-12X3-1/4 UNC HEX BOLT  GR8 YZ,
074.916.334,9/16-12*3-3/4 UNC HEX BOLT GR8 YZ,
074.916.4,9/16-12X4 UNC HEX BOLT GR8  YZ,
074.916.412,9/16-12X4-1/2 UNC HEX BOLT  GR8 YZ,
074.916.6,9/16-12X6 UNC HEX BOLT GR8  YZ,
324.1,M10-1.5 MC HEX NUT 10.9 YZ  DIN934,
324.12,M12-1.75 MC HEX NUT 10.9 YZ  DIN934,
324.14,M14-2.0 MC HEX NUT 10.9 YZ  DIN934,
324.16,M16-2.0 MC HEX NUT 10.9 YZ  DIN934,
324.18,M18-2.5MC HEX NUT 10.9 YZDIN 934,
324.2,M20-2.5 MC HEX NUT 10.9 YZ  DIN934,
324.6,M6-1.0 MC HEX NUT 10.9 YZ  DIN934,
324.8,M8-1.25 MC HEX NUT 10.9 YZ  DIN934,
332.1,NUT,
332.12,1/2-13 UNC HEX NUT GR8 YZ,
332.14,1/4-20 UNC HEX NUT GR8 YZ,
332.34,3/4-10 UNC HEX NUT GR8 YZ,
332.38,3/8-16 UNC HEX NUT GR8 YZ,
332.516,5/16-18UNC HEX NUT GR8 YZ,
332.58,5/8-11 UNC HEX NUT GR8 YZ,
332.716,7/16-14 UNC HEX NUT GR8 YZ,
332.78,7/8-9x5-1/2 Unc Hex Bolt Gr8 Yz,
332.916,9/16-12 UNC HEX NUT GR8 YZ,
333.34,3/4-16 UNF HEX NUT GR8 YZ,
333.58,5/8-18 UNF HEX NUT GR8 YZ,
334.34,3/4-16 LOCKNUT,
334.58,5/8-18 UNF STOVER LOCKNUT,
335.12,1/2-13 UNC STOVER LOCKNUT,
335.14,1/4-20 UNC STOVER LOCKNUT,
335.34,3/4-10 UNC STOVER LOCKNUT,
335.38,3/8-16 UNC STOVER LOCKNUT,
335.516,5/16-18 UNC STOVER LOCKNUT,
335.58,5/8-11 UNC STOVER LOCKNUT,
370.12,M12-1.75 MC NYLON LOCKNUT  10.9 ZINC DIN985,
370.14,M14-2.0 MC NYLON LOCKNUT  10.9 ZINC DIN985,
370.16,M16-2.0 MC NYLON LOCKNUT,
370.1,M10-1.5 MC NYLON LOCKNUT  10.9 ZINC DIN985,
370.18,M18-2.5 MC NYLON LOCKNUT,
370.2,M20-2.5 MC NYLON LOCKNUT 10.9 ZINC DIN985,
370.6,M6-1.0 MC NYLON LOCKNUT,
370.8,M8-1.25 MC NYLON LOCKNUT 10.9 ZINC DIN985,
373.01 WURTH,1-8 UNC NYLON LOCKNUT GR8  YZN,
373.014,1/4-20 UNC NYLON LOCKNUT  GR8 YZN,
373.034,3/4-10 UNC NYLON LOCKNUT GR8,
373.038,3/8-16 UNC NYLON LOCKNUT  GR8 YZN,
373.0516,5/16-18 UN NYLON LOCKNUT,
373.058,5/8-11 UNC NYLON LOCKNUT  GR8 YZN,
373.0716,7/16-14 UNC NYLON LOCKNUT  GR8 YZN,
40010154,SLAG ADJUSTER,
AL430668,ANTILOCK BRAKE SYSTEM ABS FULL FUNCTION MODULATOR VALVES - TRAIL,
40110140,SLACK ADJUSTER HALDEX,
40110013,SLAG ADJUSTER,
STPDTL 15829700,MIRROR SWITCH,
STPA17-12435-000,HOOD LATCH LEFT,
STPA17-15553-000,"Hood Latch Assembly, LH",
STPA17-15553-001,LATCH,
373.078,7/8-9 UNC NYLON LOCKNUT  GR8 YZN,
373.0916,9/16-12 UNC NYLON LOCKNUT  GR8 YZN,
402.1,FLAT WSH DIN125 ZINC HARD  M10x20x2.0mm,
402.12,FLAT WSH DIN125 ZINCHARD  M12x24x2.5mm,
402.14,FLAT WSH DIN125 ZINCHARD  M14x28x2.5mm,
402.16,FLAT WSH DIN125 ZINC HARD  M16x30x3.0mm,
402.18,FLAT WSH DIN125 ZINC HARD M18X34X13.0MM,
402.2,FLAT WSH DIN125 ZINC HARD  M20x37x3.0mm,
402.6,FLAT WSH DIN125 ZINC HARD  M6x12x1.6mm,
402.8,FLAT WSH DIN125 ZINC HARD  M8x16x1.6mm,
412.12.2,1/2X2X1/16 FENDER WSH GR5,
412.14.114,1/4X1-1/4X3/64 FENDER WSH  GR5 ZN,
412.14.2,1/4X2 FENDER WASHER GR2 ZN,
412.38.112,3/8X1-1/2X3/64 FENDER WSH  GR5 ZN,
412.516.112,5/16X1-1/2X3/64 FENDER WSH  GR5 ZN,
412.516.114,5/16X1-1/4X3/64 FENDER WSH  GR5 ZN,
414.14.112,X-THICK FENDER WSH GR5 ZN  1/4x1-1/2x1/8,
414.38.134,X-THICK FENDER WASHER GRS ZN 3/8X1-3/4X11/8,
422.1,FLAT WASHER,
422.12,SAE FLT WASHER F436 YZ 1/2,
422.14,SAE FLT WASHER F436 YZ 1/4,
422.58,SAE FLT WASHER F436 YZ 5/8,
422.716,SAE FLT WASHER F436 YZ 7/16,
422.34,SAE FLT WASHER F436 YZ 3/4,
444.1,SPLIT LOCK WASHER,
444.14,SPLIT LOCK WSH GR8 YLZN  1/4x0.489x0.062,
444.38,SPLIT LOCK WSH GR8 YLZN  3/8x0.683x0.094,
444.516,SPLIT LOCK WSH GR8 YLZN 5/16X0.586X0.078,
444.12,SPLIT LOCK WSH GR8 YLZN  1/2x0.873x0.125,
444.34,LOCK WASHER,
444.716,SPLIT LOCK WSH GR8 YLZN 7/16x0.779x0.109,
444.916,SPLIT LOCK WSH GR8 YLZN 9/16x0.971x0.141,
446.1,HARDENED LOCK WASHER M10  ZINC,
112-D,CLOSE NIPPLE 1/2 MPT,
446.12,HARDENED LOCK WASHER M12 ZINC,
446.18,HARDENED LOCK WASHER M18 ZINC,
446.2,HARDENED LOCK WASHER M20  ZINC,
446.6,HARDENED LOCK WASHER M6  ZINC,
446.8,HARDENED LOCK WASHER M8  ZINC,
446.14,HARDENED LOCK WASHER M14 ZINC,
073.34.234,3/4-16X2 3/4 UNF HEX BOLT GR8,
068.6..50,M6-1.0X50MM MC HEX BOLT 10.9 YZ,
068.10.16,M10-1.5X16MM MC HEX BOLT 10.9 YZ DIN933,
068.10.45,M10-1.5X40MM MC HEX BOLT 10.9 YZ DIN933,
068.10.50,M10-1.5X50MM MC HEX BOLT 10.9 YZ DIN931,
068.10.60,M10-1.5X60MM MC HEX BOLT 10.9 YZ DIN931,
068.10.70,M10-1.5X70MM MC HEX BOLT 10.9 YZ DIN931,
068.10.80,M10-1.5X80MM MC HEX BOLT 10.9 YZ DIN931,
068.10.110,M12-1.75X110MM MC HEX BOLT 10.9 YZ DIN931,
068.12.120,M12-1.75X120MM MC HEX BOLT 10.9 YZ DIN931,
068.12.40,M12-1.75X40MM MC HEX BOLT 10.9 YZ DIN933,
068.12.60,M12-1.75X60MM MC HEX BOLT 10.9 YZ DIN931,
068.12.70,M12-1.75X70MM MC HEX BOLT 10.9 YZ DIN931,
068.12.90,M12-1.75X90MM MC HEX BOLT 10.9 YZ DIN931,
068.14.100,M14-2.0X100MM MC HEX BOLT 10.9 YZ DIN931,
068.14.120,M14-2.0X120MM MC HEX BOLT 10.9 YZ DIN931,
068.14.25,M14-2.0X25MM MC HEX BOLT 10.9 YZ DIN933,
068.14.35,M14-2.0X35MM MC HEX BOLT 10.9 YZ DIN933,
068.14.50,M14-2.0X50MM MC HEX BOLT 10.9 YZ DIN931,
068.14.70,M14-2.0X70MM MC HEX BOLT 10.9 YZ DIN931,
068.14.80,M14-2.0X80MM MC HEX BOLT 10.9 YZ DIN931,
068.16.100,M16-2.0X100MM MC HEX BOLT 10.9 YZ DIN931,
068.16.130,M16-2.0X130MM MC HEX BOLT  10.9 YZ DIN931,
068.16.140,M16-2.0X140MM MC HEX BOLT  10.9 YZ DIN931,
068.16.70,M16-2.0X70MM MC HEX BOLT  10.9 YZ DIN931,
068.16.90,M16-2.0X90MM MC HEX BOLT  10.9 YZ DIN931,
068.18.110,M18-2.5X110MM MC HEX BOLT  10.9 YZ DIN931,
068.18.140,M18-2.5X140MM MC HEX BOLT  10.9 YZ DIN931,
068.18.160,M18-2.5X160MM MC HEX BOLT  10.9 YZ DIN931,
068.18.30,M18-2.5X30MM MC HEX BOLT  10.9 YZ DIN933,
068.18.50,M18-2.5X50MM MC HEX BOLT 10.9 YZ DIN933,
068.18.70,M18-2.5X70MM MC HEX BOLT  10.9 YZ DIN931,
068.18.90,M18-2.5X90MM MC HEX BOLT  10.9 YZ DIN931,
068.20.110,M20-2.5X110MM MC HEX BOLT  10.9 YZ DIN931,
068.20.120,M20-2.5X120MM MC HEX BOLT  10.9 YZ DIN931,
068.20.130,M20-2.5X130MM MC HEX BOLT  10.9 YZ DIN931,
068.20.140,M20-2.5X140MM MC HEX BOLT  10.9 YZ DIN931,
068.20.50,M20-2.5X50MM MC HEX BOLT  10.9 YZ DIN933,
068.20.60,M20-2.5X60MM MC HEX BOLT  10.9 YZ DIN931,
068.20.70,M20-2.5X70MM MC HEX BOLT 10.9 YZ DIN931,
068.20.80,M20-2.5X80MM MC HEX BOLT  10.9 YZ DIN931,
068.20.90,M20-2.5X90MM MC HEX BOLT 10.9 YZ DIN931,
068.8..45,M8-1.25X45MM MC HEX BOLT  10.9 YZ DIN931,
068.8..50,M8-1.25X50MM MC HEX BOLT 10.9 YZ DIN931,
068.8..60,M8-1.25X60MM MC HEX BOLT  10.9 YZ DIN931,
068.8..70,M8-1.25X70MM MC HEX BOLT  10.9 YZ DIN931,
068.8..80,M8-1.25X80MM MC HEX BOLT  10.9 YZ DIN931,
073.58.214,5/8-18X2-1/4 UNF HEX BOLT  GR8 YZ,
073.58.8,5/8-18X8 UNF HEX BOLT GR8 YZ,
074.1..10,1-8X10 UNC HEX BOLT GR8 YZ,
074.1..612,1-8X6-1/2 UNC HEX BOLT GR8  YZ,
0714.1..7,1-8X7 UNC HEX BOLT GR8 YZ,
074.1..8,1-8X8 UNC HEX BOLT GR8 YZ,
074.1..9,1-8X9 UNC HEX BOLT GR8 YZ,
074.38.6,3/8-16X6 UNC HEX BOLT GR8 YZ,
335.1,1-8 UNC STOVER LOCKNUT  GRC ZN,
335.716,7/16-14 UNC STOVER LOCKNUT  GRC ZN,
335.916,9/16-12 UNC STOVER LOCKNUT  GRC ZN,
414.516.114,X-THICK FENDER WSH GR5 ZN  5/16x1-1/4x1/8,
414.516.134,X-THICK FENDER WSH GR5 ZN  5/16x1-3/4x1/8,
414.38.114,X-THICK FENDER WSH GR5 ZN  3/8x1-1/4x1/8,
414.12.2,X-THICK FENDER WSH GR5 ZN  1/2x2x1/8,
068.12.100,M12-1.75X100MM MC HEX BOLT 10.9 YZ DIN931,
068.20.150,M20-2.5X150MM MC HEX BOLT  10.9 YZ DIN931,
MIR3030L-PBK,3030 PIGGYBACK WITH KIT LONG STROKE ELSB-3030L-KIT,
84-9584,BAT CABLE 2/0 GA 14 NEGATIVE,
50739,"CUM4921730 SENSOR,D.P.",
50745,SENSOR PDF,
MV1303-001,ENGINE KIT,
STPA06-30769-010,HEADLIGHT SWITCH,
STP3544-924-C,HOOD LATCH,
50652,"SENSOR, PRESS.",
50655,SENSOR PRESSURE,
50657,OIL PRESSURE SENSOR KIT,
50703,CAMSHAFT/CRANKSHAFT POSITION SENSOR,
50618,SPEED SENSOR,
50626,"CUM2897334 KIT, SENSOR, FUEL",
50644,BOOST PRESSURE SENSOR KIT,
50670,TEMPERATURE SENSOR,
50673,SENSOR LEVEL,
50672,CUM3865346 SENSOR TEMP.,
50676,CUM4088832,
50695,CUM2872277,
50701,"CUM4921601 SENSOR, CRANK",
50700,CUM3408503 SENSOR,
50710,"CUM3824010 CONNECTOR, ELEC",
50730,"CUM2872858 SENSOR, TEMP,EX.",
50605,"CUM4928593 KIT, SENSOR, MAP",
40056,SCREW 12 PT,
40055,CUM3100895 ASSY VC. SCREW,
40115,"CUM4298975 NUT, TURBO",
40057,"CUM4101868 SCREW, 12 PT",
45018,PISTON COOLING NOZZLE,
50630,"CUM4921519 SENSOR, PRESS.",
50640,"CUM3401006 KIT, SENSOR",
STPA4965,EXPANSION VALVE,
STP2501-794-C,EXPANSION VALVE,
